distance,minute,hour,GEOID
12.37139152,17.40358224,0.290059704,130630406092
11.63888834,17.2976578,0.288294297,130630406093
14.89620554,19.85073462,0.330845577,130630406141
17.02864937,22.6596193,0.377660322,130630406142
13.39290072,20.25831075,0.337638513,130630406143
12.8829817,20.7043345,0.345072242,130630406151
14.37073535,20.2342258,0.337237097,130630406171
0.25531415,1.23258516,0.020543086,130639800001
42.30243536,50.43091929,0.840515322,130670301041
42.06912394,52.35608071,0.872601345,130670301042
38.42912075,49.95575344,0.832595891,130670301071
41.66123779,50.78158338,0.846359723,130670301072
37.37925004,47.02715712,0.783785952,130670302201
35.30750032,50.07413836,0.834568973,130670302331
35.17720683,49.20235282,0.820039214,130670302332
38.84439851,55.66681138,0.92778019,130670302351
35.64568714,49.67102096,0.827850349,130670302352
44.17886109,60.65114043,1.010852341,130670302361
48.36748233,58.62454939,0.977075823,130570906061
47.02258527,55.28232127,0.921372021,130570907031
44.66618937,52.79176859,0.87986281,130570907032
47.48885813,58.89774991,0.981629165,130570907033
47.29856505,58.70630147,0.978438358,130570907041
45.22296459,55.83212965,0.930535494,130570907042
46.17529445,56.06283297,0.93438055,130570907051
47.2361879,57.85983819,0.964330637,130570907052
47.41993019,57.01889936,0.950314989,130570907071
47.37105579,56.8459935,0.947433225,130570907072
48.34724369,58.04080064,0.967346677,130570907081
47.59321319,57.36001214,0.956000202,130570907082
47.05987484,55.59780771,0.926630129,130570907083
44.47113962,54.46264953,0.907710826,130570907091
45.06690347,55.92949434,0.932158239,130570907101
45.20308177,56.37251935,0.939541989,130570907102
45.11254412,55.23962419,0.920660403,130570907103
46.14000655,57.56656819,0.959442803,130570908061
45.1579097,55.38289585,0.923048264,130570908062
40.8113442,50.60438002,0.843406334,130570909053
38.3799023,53.22603258,0.887100543,130570909054
40.32587621,58.82388569,0.980398095,130570909061
43.84203232,55.34650205,0.922441701,130570909062
43.12583274,54.45495127,0.907582521,130570909063
42.95917727,53.98998093,0.899833016,130570909082
42.36110213,54.43890459,0.907315077,130570909083
40.20061765,50.60492905,0.843415484,130570909091
41.16654314,51.47646698,0.857941116,130570909092
42.23426852,53.12940265,0.885490044,130570909093
42.73553752,55.02869924,0.917144987,130570909101
43.16575369,53.17290906,0.886215151,130570909102
44.19480039,55.87501986,0.931250331,130570909121
43.02334556,55.56470304,0.926078384,130570910074
41.1349034,50.64081295,0.844013549,130570910091
42.39116497,50.86347637,0.847724606,130570910092
41.60831135,52.84900488,0.880816748,130570910093
42.26288587,52.19876158,0.86997936,130570910101
43.3006586,54.14545007,0.902424168,130570910102
42.74057055,53.22667584,0.887111264,130570910111
41.43944284,53.08230357,0.88470506,130570910112
41.01709141,51.07643237,0.851273873,130570910121
39.68225152,48.94073838,0.815678973,130570910122
42.07137196,54.17884763,0.902980794,130570910123
39.89820144,49.35456153,0.822576026,130570910131
38.64311816,47.99643927,0.799940655,130570910132
39.81378713,49.77568763,0.829594794,130570910141
40.15384781,48.76364583,0.812727431,130570910142
39.58008953,50.5842365,0.843070608,130570910143
42.21625341,51.26471484,0.854411914,130570911041
40.98387364,53.30406525,0.888401088,130570911051
42.59176127,53.96664759,0.899444127,130570911052
39.46685948,50.17610878,0.83626848,130570911053
40.5826833,51.04456982,0.85074283,130570911061
39.18346291,50.42354633,0.840392439,130570911062
39.75620422,51.80621153,0.863436859,130570911063
42.66275511,55.05292563,0.917548761,130570911071
42.01943683,53.49969982,0.891661664,130570911072
43.49270969,53.98622784,0.899770464,130570911081
4.50603065,8.90227941,0.148371324,130630402033
3.93523006,8.66589714,0.144431619,130630402034
4.34324827,9.71346049,0.161891008,130630402044
5.92104135,10.56815068,0.176135845,130630403063
7.3411778,14.41591827,0.240265305,130630403073
5.15049805,9.07176939,0.151196157,130630403084
6.12280887,9.7885136,0.163141893,130630403091
6.49513805,10.06091038,0.16768184,130630403092
6.82702485,10.99980243,0.183330041,130630403093
7.44243191,12.29777597,0.204962933,130630403101
6.82834085,10.29340938,0.171556823,130630403102
6.55463572,11.0930333,0.184883888,130630403103
8.74197151,15.64617757,0.260769626,130630404073
10.99879063,16.88916435,0.281486073,130630404093
9.28173283,15.7269565,0.262115942,130630404094
10.42092847,14.31594241,0.23859904,130630404103
11.80128986,14.06121893,0.234353649,130630404104
9.34207317,13.54379542,0.225729924,130630404105
7.75463164,12.64109827,0.210684971,130630404174
8.05247595,17.26465887,0.287744315,130630404181
7.70199648,13.05534945,0.217589158,130630404182
9.03846847,16.04596925,0.267432821,130630404191
9.52479063,14.41897196,0.240316199,130630404192
10.38885254,16.6180466,0.276967443,130630404193
8.16323329,14.81033129,0.246838855,130630404194
15.96912725,19.42095535,0.323682589,130630404201
12.05382124,20.02835026,0.333805838,130630404202
11.59544715,19.24426151,0.320737692,130630404203
11.27325803,19.9173969,0.331956615,130630404204
13.84665301,16.37868987,0.272978165,130630404211
13.51186473,16.52640022,0.275440004,130630404212
14.87920987,17.92890023,0.298815004,130630404213
15.87188712,19.66533452,0.327755575,130630404214
14.94703725,17.77071494,0.296178582,130630404215
7.58408137,12.63999212,0.210666535,130630404221
6.95263908,10.90210038,0.181701673,130630404222
6.81074575,10.99672049,0.183278675,130630404223
8.26027943,13.69154402,0.2281924,130630404231
7.50068903,11.59578637,0.193263106,130630404232
7.88433481,13.32643825,0.222107304,130630404233
9.62374048,14.3946878,0.239911463,130630404241
9.83901567,14.81732075,0.246955346,130630404242
10.40396252,16.70975174,0.278495862,130630404251
9.87546846,15.4958145,0.258263575,130630404252
11.40832713,16.66450714,0.277741786,130630404253
12.30994076,18.73054676,0.312175779,130630404261
11.57292182,18.26288302,0.304381384,130630404262
13.07553186,19.39764212,0.323294035,130630404271
16.08464507,18.02716219,0.300452703,130630404272
16.4711869,19.25245683,0.320874281,130630404273
6.45846662,11.99196844,0.199866141,130630405093
5.38342585,9.24851061,0.154141844,130630405103
6.75572816,14.17794963,0.236299161,130630405124
11.69942742,20.71353729,0.345225622,130630405184
5.67712498,10.97232271,0.182872045,130630405193
6.14223274,12.35861954,0.205976992,130630405224
7.93224205,14.45893059,0.240982177,130630405232
9.05702521,16.40496616,0.273416103,130630405271
8.76254763,15.48487717,0.258081286,130630405272
9.9612769,17.98030027,0.299671671,130630405281
9.27408889,15.99973665,0.266662278,130630405282
9.30949968,16.16501363,0.269416894,130630405283
9.31194828,17.41342986,0.290223831,130630405291
10.16753541,19.07495532,0.317915922,130630405292
9.85395973,17.48719491,0.291453249,130630405301
10.12382653,18.11901512,0.301983585,130630405302
9.32400675,16.92280893,0.282046816,130630405303
5.51239833,9.96544481,0.166090747,130630405311
5.8041641,9.89627289,0.164937882,130630405312
4.91147666,9.8544139,0.164240232,130630405321
4.84393687,9.17630602,0.152938434,130630405322
9.32049022,17.42234215,0.290372369,130630405331
9.03305922,17.41768494,0.290294749,130630405332
7.4078798,13.86085977,0.23101433,130630405341
8.1225683,14.91065186,0.248510864,130630405342
10.37799079,19.55186852,0.325864475,130630405351
10.44469293,19.07452874,0.317908812,130630405352
10.94688209,19.17162054,0.319527009,130630405361
10.48406497,18.59753382,0.309958897,130630405362
12.19854526,21.63664726,0.360610788,130630405371
11.94991923,20.18506414,0.336417736,130630405372
10.70842702,19.35399536,0.322566589,130630405381
10.0707008,16.94730985,0.282455164,130630405382
17.37592315,27.86357363,0.464392894,130630406063
11.23441105,16.03164538,0.26719409,130630406094
16.1536397,27.05267044,0.450877841,130630406231
15.64239828,27.8443055,0.464071758,130630406232
14.98913243,24.98248455,0.416374743,130630406233
14.66960568,24.64074976,0.410679163,130630406234
14.2776381,23.59233008,0.393205501,130630406241
17.1081063,29.07701858,0.484616976,130630406242
15.561042,26.39971948,0.439995325,130630406251
15.98789652,25.18188707,0.419698118,130630406252
16.31742499,27.30134363,0.455022394,130630406261
15.94927922,26.5438566,0.44239761,130630406262
16.61872023,26.98572214,0.449762036,130630406263
