GEOID,NAME,variable,population,moe,distance,minute,hour,geometry
131510703132,"Block Group 2, Census Tract 703.13, Henry County, Georgia",B01003_001,842,430,23.41494257,31.19362805,0.519893801,"list(list(c(-84.294383, -84.29431, -84.291413, -84.290444, -84.288644, -84.286579, -84.280573, -84.275423, -84.265106, -84.264836, -84.265023, -84.265124, -84.265341, -84.26823, -84.269804, -84.272663, -84.29468, -84.294383, 33.447367, 33.458082, 33.459191, 33.460959, 33.465638, 33.467704, 33.469041, 33.468524, 33.468253, 33.466344, 33.45864, 33.45767, 33.439792, 33.439267, 33.43829, 33.43574, 33.435715, 33.447367)))"
131210114262,"Block Group 2, Census Tract 114.26, Fulton County, Georgia",B01003_001,1331,264,39.77259181,52.11995208,0.868665868,"list(list(c(-84.252977, -84.248975, -84.247505, -84.246247, -84.244614, -84.243829, -84.246044, -84.246115, -84.245882, -84.249196, -84.249192, -84.249529, -84.250609, -84.257422, -84.252977, 34.041025, 34.041402, 34.042748, 34.042669, 34.041375, 34.040899, 34.040908, 34.032205, 34.03153, 34.030028, 34.030121, 34.030899, 34.033095, 34.039366, 34.041025)))"
130670302711,"Block Group 1, Census Tract 302.71, Cobb County, Georgia",B01003_001,1398,344,36.8186251,50.84251386,0.847375231,"list(list(c(-84.667469, -84.665438, -84.663852, -84.662041, -84.655594, -84.650741, -84.648239, -84.645934, -84.644783, -84.643588, -84.642748, -84.644977, -84.647273, -84.649793, -84.653765, -84.657678, -84.663569, -84.666785, -84.667469, 33.913692, 33.921321, 33.923193, 33.924019, 33.924235, 33.923272, 33.92338, 33.924046, 33.918952, 33.913653, 33.910665, 33.910855, 33.909986, 33.909931, 33.911949, 33.912269, 33.913468, 33.911301, 33.913692)))"
130459102021,"Block Group 1, Census Tract 9102.02, Carroll County, Georgia",B01003_001,786,365,48.11424824,54.91998113,0.915333019,"list(list(c(-85.034672, -85.027455, -85.022817, -85.019284, -85.017923, -85.015785, -85.015176, -85.01164, -85.004547, -85.00637, -85.007295, -85.011743, -85.01662, -85.027482, -85.030898, -85.031839, -85.033834, -85.03648, -85.034672, 33.746852, 33.748535, 33.750129, 33.752268, 33.749685, 33.748229, 33.746877, 33.747026, 33.747244, 33.745147, 33.738623, 33.735982, 33.735497, 33.735775, 33.73681, 33.737375, 33.740028, 33.745812, 33.746852)))"
130670303651,"Block Group 1, Census Tract 303.65, Cobb County, Georgia",B01003_001,1305,366,30.41468092,44.14067455,0.735677909,"list(list(c(-84.449601, -84.446638, -84.44605, -84.442976, -84.43769, -84.439396, -84.439178, -84.434681, -84.432251, -84.432383, -84.431163, -84.430414, -84.432511, -84.433964, -84.435664, -84.438424, -84.438938, -84.442228, -84.443309, -84.442878, -84.444648, -84.446465, -84.446389, -84.449283, -84.449235, -84.449601, 33.962835, 33.968246, 33.970783, 33.974517, 33.97455, 33.97157, 33.968901, 33.964872, 33.964027, 33.962001, 33.960898, 33.960527, 33.958051, 33.957451, 33.956687, 33.954532, 33.954323, 
33.954172, 33.95394, 33.957158, 33.955634, 33.955798, 33.959668, 33.961217, 33.961228, 33.962835)))"
130630403083,"Block Group 3, Census Tract 403.08, Clayton County, Georgia",B01003_001,850,361,5.87772243,10.38369674,0.173061612,"list(list(c(-84.363376, -84.363514, -84.363171, -84.361722, -84.357101, -84.357182, -84.357977, -84.357022, -84.356872, -84.359489, -84.359944, -84.360286, -84.360487, -84.360789, -84.363711, -84.363376, 33.612563, 33.615201, 33.616355, 33.619596, 33.618122, 33.617362, 33.612461, 33.611566, 33.610637, 33.610539, 33.610294, 33.609784, 33.608586, 33.608519, 33.608563, 33.612563)))"
130630406292,"Block Group 2, Census Tract 406.29, Clayton County, Georgia",B01003_001,1186,451,9.30686325,14.36493741,0.239415624,"list(list(c(-84.377689, -84.369485, -84.36888, -84.36763, -84.364998, -84.363763, -84.365243, -84.366596, -84.367023, -84.3694, -84.371551, -84.37664, -84.375112, -84.375268, -84.375745, -84.377689, 33.54819, 33.547776, 33.545616, 33.542992, 33.537705, 33.532251, 33.532338, 33.532473, 33.532535, 33.533213, 33.534906, 33.536999, 33.539211, 33.54288, 33.546733, 33.54819)))"
130670313061,"Block Group 1, Census Tract 313.06, Cobb County, Georgia",B01003_001,1922,452,23.41887234,33.86520613,0.564420102,"list(list(c(-84.588189, -84.587324, -84.586897, -84.581092, -84.580053, -84.578144, -84.576845, -84.576464, -84.576035, -84.575582, -84.575683, -84.576039, -84.576235, -84.576304, -84.581917, -84.582479, -84.582344, -84.581886, -84.582273, -84.588118, -84.591236, -84.588189, 33.839078, 33.839982, 33.840153, 33.840501, 33.841755, 33.840364, 33.838587, 33.837555, 33.834092, 33.822569, 33.821985, 33.820428, 33.819719, 33.818411, 33.81884, 33.818851, 33.819267, 33.819655, 33.826845, 33.828116, 33.82931, 
33.839078)))"
132551605003,"Block Group 3, Census Tract 1605, Spalding County, Georgia",B01003_001,3420,797,28.40498053,39.70796314,0.661799386,"list(list(c(-84.305715, -84.300904, -84.291479, -84.291847, -84.291881, -84.291912, -84.291073, -84.293063, -84.297801, -84.299032, -84.305978, -84.305715, 33.29544, 33.295527, 33.29544, 33.28186, 33.280455, 33.27973, 33.27451, 33.274605, 33.273632, 33.273338, 33.273466, 33.29544)))"
130670302352,"Block Group 2, Census Tract 302.35, Cobb County, Georgia",B01003_001,787,273,35.64568714,49.67102096,0.827850349,"list(list(c(-84.688831, -84.687746, -84.685998, -84.683644, -84.679359, -84.671747, -84.66755, -84.661996, -84.662041, -84.663852, -84.665438, -84.667469, -84.666785, -84.666547, -84.66703, -84.670428, -84.672638, -84.673224, -84.67449, -84.679452, -84.684397, -84.688769, -84.69111, -84.688831, 33.921407, 33.924479, 33.924594, 33.924567, 33.925551, 33.92799, 33.927914, 33.924216, 33.924019, 33.923193, 33.921321, 33.913692, 33.911301, 33.91027, 33.902226, 33.902352, 33.902514, 33.904688, 33.90565, 
33.90777, 33.910593, 33.914677, 33.916953, 33.921407)))"
132470604073,"Block Group 3, Census Tract 604.07, Rockdale County, Georgia",B01003_001,787,251,32.98927467,43.04641742,0.71744029,"list(list(c(-84.033144, -84.032457, -84.031496, -84.030064, -84.028314, -84.027361, -84.02707, -84.025964, -84.026009, -84.028038, -84.028208, -84.026796, -84.026315, -84.028968, -84.037452, -84.033144, 33.562135, 33.563019, 33.564801, 33.565118, 33.566597, 33.565311, 33.563013, 33.563276, 33.559791, 33.556518, 33.551676, 33.552016, 33.548508, 33.549439, 33.556365, 33.562135)))"
130890212193,"Block Group 3, Census Tract 212.19, DeKalb County, Georgia",B01003_001,847,248,24.9153089,38.55869667,0.642644945,"list(list(c(-84.347913, -84.342946, -84.338187, -84.337754, -84.335231, -84.333069, -84.332537, -84.331968, -84.331184, -84.332841, -84.337556, -84.337526, -84.337799, -84.339055, -84.3441, -84.347438, -84.347925, -84.347913, 33.915004, 33.91651, 33.917961, 33.91702, 33.913046, 33.910784, 33.906833, 33.905574, 33.903574, 33.902974, 33.901823, 33.902245, 33.903792, 33.906418, 33.910339, 33.9122, 33.914134, 33.915004)))"
132551604012,"Block Group 2, Census Tract 1604.01, Spalding County, Georgia",B01003_001,888,306,28.28649443,40.22395109,0.670399185,"list(list(c(-84.291847, -84.291479, -84.28603, -84.28585, -84.273122, -84.272487, -84.280475, -84.282373, -84.283175, -84.284959, -84.28504, -84.285162, -84.285374, -84.286874, -84.289071, -84.291881, -84.291847, 33.28186, 33.29544, 33.295397, 33.295374, 33.2954, 33.278729, 33.278762, 33.27798, 33.277796, 33.278241, 33.278737, 33.279485, 33.280448, 33.280445, 33.28044, 33.280455, 33.28186)))"
130890205001,"Block Group 1, Census Tract 205, DeKalb County, Georgia",B01003_001,1533,434,13.40184685,18.43101059,0.30718351,"list(list(c(-84.349175, -84.34918, -84.349182, -84.347385, -84.34185, -84.342071, -84.3421, -84.342173, -84.344535, -84.34816, -84.348703, -84.349188, -84.349175, 33.753552, 33.759739, 33.759919, 33.760565, 33.761528, 33.754155, 33.75343, 33.7516, 33.751566, 33.752417, 33.752415, 33.752418, 33.753552)))"
130570910123,"Block Group 3, Census Tract 910.12, Cherokee County, Georgia",B01003_001,1804,617,42.07137196,54.17884763,0.902980794,"list(list(c(-84.552708, -84.551474, -84.549858, -84.545531, -84.544864, -84.542678, -84.54439, -84.544715, -84.547451, -84.54921, -84.549854, -84.54806, -84.547298, -84.544977, -84.543243, -84.542159, -84.540507, -84.536946, -84.534748, -84.532391, -84.530518, -84.530193, -84.53114, -84.531947, -84.532539, -84.535293, -84.537621, -84.538309, -84.542773, -84.544243, -84.547418, -84.547547, -84.54913, -84.553412, -84.552708, 34.095831, 34.097841, 34.100763, 34.101882, 34.102683, 34.10382, 34.104089, 
34.10502, 34.106002, 34.105997, 34.106192, 34.10725, 34.106943, 34.10614, 34.105154, 34.104835, 34.10444, 34.10229, 34.102027, 34.102301, 34.102523, 34.100039, 34.096657, 34.096577, 34.09644, 34.095505, 34.094559, 34.094459, 34.094631, 34.092545, 34.091267, 34.092853, 34.094324, 34.095334, 34.095831)))"
130890234221,"Block Group 1, Census Tract 234.22, DeKalb County, Georgia",B01003_001,1932,574,15.16174932,19.86149433,0.331024906,"list(list(c(-84.286048, -84.279359, -84.276251, -84.274671, -84.272545, -84.26953, -84.270541, -84.270493, -84.271251, -84.269512, -84.268374, -84.270003, -84.268744, -84.267647, -84.26607, -84.261774, -84.259067, -84.257754, -84.256188, -84.253898, -84.25106, -84.247471, -84.245317, -84.245126, -84.246383, -84.249565, -84.253081, -84.25367, -84.254149, -84.266882, -84.281273, -84.282455, -84.284932, -84.286048, 33.65574, 33.655134, 33.655849, 33.655849, 33.655279, 33.656675, 33.659329, 33.662146, 
33.663421, 33.663482, 33.664723, 33.666116, 33.667458, 33.667734, 33.667829, 33.666465, 33.669045, 33.667743, 33.668882, 33.66911, 33.66814, 33.669917, 33.667323, 33.666757, 33.660162, 33.657131, 33.654855, 33.653751, 33.647045, 33.64717, 33.647411, 33.647057, 33.651926, 33.65574)))"
131210065002,"Block Group 2, Census Tract 65, Fulton County, Georgia",B01003_001,1575,618,8.16147211,12.05136133,0.200856022,"list(list(c(-84.418162, -84.418137, -84.407909, -84.407963, -84.408014, -84.408064, -84.408489, -84.408791, -84.409799, -84.411375, -84.411948, -84.411945, -84.413638, -84.418252, -84.418162, 33.71114, 33.714348, 33.714307, 33.71096, 33.707269, 33.705382, 33.70561, 33.705846, 33.705726, 33.705026, 33.705165, 33.702226, 33.703362, 33.702717, 33.71114)))"
130890219101,"Block Group 1, Census Tract 219.10, DeKalb County, Georgia",B01003_001,2009,656,23.1256115,28.6717653,0.477862755,"list(list(c(-84.199038, -84.196707, -84.195827, -84.195574, -84.193697, -84.193617, -84.193682, -84.197505, -84.19748, -84.198059, -84.199038, 33.825459, 33.825529, 33.82545, 33.823802, 33.819752, 33.817704, 33.811544, 33.811624, 33.819374, 33.820266, 33.825459)))"
130630406331,"Block Group 1, Census Tract 406.33, Clayton County, Georgia",B01003_001,1120,636,12.62908826,18.64866899,0.31081115,"list(list(c(-84.298132, -84.294478, -84.293075, -84.292467, -84.292501, -84.292345, -84.292203, -84.289579, -84.2867, -84.286643, -84.286006, -84.289571, -84.289177, -84.28829, -84.286471, -84.287548, -84.2898, -84.298783, -84.298132, 33.55924, 33.562229, 33.563693, 33.564763, 33.566662, 33.568682, 33.569141, 33.566817, 33.565233, 33.564387, 33.563751, 33.563126, 33.562257, 33.559485, 33.560284, 33.558285, 33.558334, 33.558429, 33.55924)))"
131210114411,"Block Group 1, Census Tract 114.41, Fulton County, Georgia",B01003_001,846,282,33.25412076,46.9396117,0.782326862,"list(list(c(-84.307968, -84.304133, -84.303182, -84.299974, -84.299249, -84.29689, -84.295641, -84.293431, -84.29507, -84.295623, -84.2965, -84.298011, -84.300462, -84.303422, -84.305741, -84.307968, 34.014526, 34.015556, 34.018377, 34.021963, 34.019895, 34.020012, 34.021777, 34.021979, 34.018723, 34.015869, 34.015857, 34.015716, 34.015517, 34.013595, 34.013199, 34.014526)))"
130670313182,"Block Group 2, Census Tract 313.18, Cobb County, Georgia",B01003_001,1457,872,19.92164406,27.37874426,0.456312404,"list(list(c(-84.560763, -84.559295, -84.555478, -84.550727, -84.548191, -84.547575, -84.545726, -84.550668, -84.551407, -84.553698, -84.555303, -84.555253, -84.55782, -84.560609, -84.561557, -84.560763, 33.78282, 33.784253, 33.785246, 33.781548, 33.780661, 33.78026, 33.778735, 33.775141, 33.774261, 33.774484, 33.775448, 33.777021, 33.778544, 33.778679, 33.780291, 33.78282)))"
131210023003,"Block Group 3, Census Tract 23, Fulton County, Georgia",B01003_001,352,185,13.54708633,21.14349674,0.352391612,"list(list(c(-84.426128, -84.422104, -84.422104, -84.42044, -84.417381, -84.417394, -84.417396, -84.417428, -84.419584, -84.419614, -84.424391, -84.424732, -84.425015, -84.425458, -84.425762, -84.425533, -84.425353, -84.425371, -84.425496, -84.426128, 33.772264, 33.773218, 33.77138, 33.7714, 33.77139, 33.770147, 33.770034, 33.767094, 33.767107, 33.763487, 33.7635, 33.764845, 33.765575, 33.766202, 33.766516, 33.76683, 33.767564, 33.767735, 33.768622, 33.772264)))"
131210010022,"Block Group 2, Census Tract 10.02, Fulton County, Georgia",B01003_001,6424,564,13.87700239,20.38611095,0.339768516,"list(list(c(-84.407455, -84.404171, -84.402524, -84.403323, -84.402626, -84.399147, -84.39357, -84.391142, -84.391114, -84.390327, -84.390457, -84.392056, -84.396291, -84.397046, -84.400265, -84.402862, -84.406684, -84.40753, -84.407455, 33.779644, 33.779655, 33.779703, 33.780568, 33.781526, 33.781512, 33.781511, 33.781533, 33.777716, 33.773735, 33.771286, 33.771288, 33.771358, 33.772472, 33.773188, 33.773838, 33.776998, 33.778604, 33.779644)))"
131210001002,"Block Group 2, Census Tract 1, Fulton County, Georgia",B01003_001,1622,758,14.56491244,23.14448071,0.385741345,"list(list(c(-84.355242, -84.351074, -84.351068, -84.348425, -84.348656, -84.348697, -84.348738, -84.349986, -84.352373, -84.354334, -84.354663, -84.355242, 33.786513, 33.786493, 33.787572, 33.787564, 33.782966, 33.781862, 33.77975, 33.781908, 33.781995, 33.782379, 33.783877, 33.786513)))"
130670309123,"Block Group 3, Census Tract 309.12, Cobb County, Georgia",B01003_001,919,339,29.97705048,43.59787121,0.726631187,"list(list(c(-84.570485, -84.566793, -84.566674, -84.566443, -84.569259, -84.569861, -84.566771, -84.566089, -84.565223, -84.565547, -84.564775, -84.560802, -84.557929, -84.555487, -84.553996, -84.55409, -84.551281, -84.551586, -84.552554, -84.553711, -84.555587, -84.555961, -84.558629, -84.563765, -84.565658, -84.566242, -84.570339, -84.570485, 33.932623, 33.93396, 33.937897, 33.938336, 33.940252, 33.94296, 33.944561, 33.944373, 33.945556, 33.945943, 33.947415, 33.948102, 33.946333, 33.947301, 33.947296, 
33.945439, 33.944382, 33.943634, 33.939712, 33.938331, 33.936422, 33.936116, 33.934448, 33.931367, 33.930257, 33.931454, 33.930783, 33.932623)))"
130670302602,"Block Group 2, Census Tract 302.60, Cobb County, Georgia",B01003_001,588,255,38.33145223,52.02670069,0.867111678,"list(list(c(-84.645903, -84.645609, -84.645252, -84.645122, -84.645112, -84.644371, -84.643105, -84.642709, -84.643257, -84.642992, -84.642329, -84.641322, -84.637248, -84.635597, -84.633828, -84.633895, -84.634785, -84.640122, -84.640699, -84.641456, -84.641555, -84.642792, -84.643661, -84.644536, -84.64618, -84.645903, 34.042058, 34.042349, 34.042706, 34.045319, 34.045944, 34.045979, 34.04634, 34.045973, 34.041566, 34.04021, 34.039268, 34.038742, 34.03913, 34.038495, 34.036751, 34.034217, 34.031622, 
34.033207, 34.033621, 34.034607, 34.034724, 34.035662, 34.03604, 34.036405, 34.03719, 34.042058)))"
131210094092,"Block Group 2, Census Tract 94.09, Fulton County, Georgia",B01003_001,1148,470,20.14334883,28.85033574,0.480838929,"list(list(c(-84.361471, -84.361301, -84.359557, -84.358386, -84.3583, -84.358193, -84.358095, -84.358102, -84.358131, -84.357456, -84.359374, -84.360513, -84.360141, -84.361381, -84.361579, -84.361471, 33.842399, 33.84283, 33.844695, 33.845308, 33.84518, 33.844968, 33.844524, 33.841563, 33.836851, 33.834493, 33.834463, 33.834451, 33.836956, 33.839961, 33.840615, 33.842399)))"
131210064001,"Block Group 1, Census Tract 64, Fulton County, Georgia",B01003_001,902,217,9.80410194,14.78831662,0.246471944,"list(list(c(-84.378478, -84.378585, -84.37484, -84.368421, -84.36848, -84.368489, -84.368547, -84.368609, -84.373639, -84.373781, -84.375847, -84.37988, -84.378478, 33.716897, 33.724281, 33.724314, 33.726247, 33.721899, 33.721258, 33.71711, 33.713817, 33.713971, 33.70995, 33.710983, 33.717368, 33.716897)))"
130570906061,"Block Group 1, Census Tract 906.06, Cherokee County, Georgia",B01003_001,704,292,48.36748233,58.62454939,0.977075823,"list(list(c(-84.506435, -84.501874, -84.501281, -84.497543, -84.48946, -84.489195, -84.488733, -84.488589, -84.488631, -84.490021, -84.491259, -84.491763, -84.494243, -84.49729, -84.501409, -84.502152, -84.504621, -84.505219, -84.506176, -84.506278, -84.506133, -84.505637, -84.505568, -84.505442, -84.504207, -84.504836, -84.50721, -84.506435, 34.221287, 34.223299, 34.223686, 34.221461, 34.219662, 34.219471, 34.218858, 34.21834, 34.217908, 34.215538, 34.212858, 34.211187, 34.204482, 34.200558, 34.197334, 
34.198123, 34.200789, 34.201387, 34.202347, 34.202449, 34.203024, 34.208619, 34.208762, 34.208966, 34.211436, 34.216448, 34.219854, 34.221287)))"
130890234291,"Block Group 1, Census Tract 234.29, DeKalb County, Georgia",B01003_001,1010,608,20.59692479,27.0628382,0.451047303,"list(list(c(-84.152202, -84.146267, -84.146319, -84.147554, -84.146884, -84.145943, -84.146445, -84.149255, -84.149337, -84.149868, -84.151459, -84.152152, -84.152202, 33.703306, 33.703267, 33.703186, 33.701998, 33.701262, 33.696893, 33.695598, 33.695054, 33.698015, 33.699609, 33.70145, 33.703166, 33.703306)))"
131210076021,"Block Group 1, Census Tract 76.02, Fulton County, Georgia",B01003_001,400,159,10.37336535,14.69743622,0.24495727,"list(list(c(-84.451978, -84.446728, -84.438822, -84.434193, -84.434022, -84.441443, -84.445872, -84.446926, -84.448529, -84.450614, -84.452041, -84.451978, 33.714757, 33.714687, 33.714585, 33.714528, 33.714525, 33.711956, 33.711194, 33.710899, 33.70995, 33.709117, 33.711497, 33.714757)))"
131210114362,"Block Group 2, Census Tract 114.36, Fulton County, Georgia",B01003_001,1334,333,34.46195499,48.53492682,0.808915447,"list(list(c(-84.31289, -84.310541, -84.310141, -84.310034, -84.309869, -84.309517, -84.309235, -84.308436, -84.307123, -84.304366, -84.303608, -84.301711, -84.300019, -84.302963, -84.304603, -84.307111, -84.311709, -84.312977, -84.31289, 33.995283, 33.997799, 33.998213, 33.99848, 34.000173, 34.001364, 34.001765, 34.001907, 34.00191, 34.00315, 34.003467, 34.003903, 34.003022, 33.998736, 33.997493, 33.993202, 33.991989, 33.993378, 33.995283)))"
131131404102,"Block Group 2, Census Tract 1404.10, Fayette County, Georgia",B01003_001,671,287,16.15646157,26.98336711,0.449722785,"list(list(c(-84.450167, -84.44553, -84.442593, -84.440361, -84.434069, -84.433208, -84.43196, -84.431166, -84.42848, -84.425859, -84.425463, -84.425393, -84.423625, -84.422698, -84.430135, -84.431929, -84.436145, -84.438028, -84.444326, -84.449296, -84.449795, -84.450167, 33.448718, 33.449877, 33.450321, 33.450642, 33.451168, 33.451422, 33.451925, 33.45226, 33.453212, 33.453985, 33.454152, 33.454051, 33.451275, 33.448836, 33.448832, 33.448367, 33.447159, 33.446824, 33.446865, 33.445406, 33.446554, 
33.448718)))"
131210044002,"Block Group 2, Census Tract 44, Fulton County, Georgia",B01003_001,1066,529,10.20107517,14.07386716,0.234564453,"list(list(c(-84.405505, -84.401633, -84.403522, -84.404461, -84.402005, -84.40013, -84.398158, -84.397929, -84.398094, -84.398318, -84.398349, -84.4014, -84.401655, -84.402321, -84.403763, -84.405505, 33.738173, 33.738137, 33.742614, 33.744347, 33.745494, 33.747292, 33.747059, 33.746524, 33.74495, 33.736934, 33.73438, 33.734475, 33.734875, 33.735619, 33.736791, 33.738173)))"
131210114441,"Block Group 1, Census Tract 114.44, Fulton County, Georgia",B01003_001,1688,363,41.02306795,51.69296849,0.861549475,"list(list(c(-84.252683, -84.250672, -84.245594, -84.23924, -84.23848, -84.23448, -84.231008, -84.231734, -84.234961, -84.235014, -84.234931, -84.237377, -84.241147, -84.245686, -84.251596, -84.251835, -84.252634, -84.251867, -84.251896, -84.250748, -84.253293, -84.252683, 34.024172, 34.023568, 34.020396, 34.023214, 34.022948, 34.019783, 34.015351, 34.015416, 34.015228, 34.012813, 34.012352, 34.010988, 34.010032, 34.012086, 34.007386, 34.006742, 34.007, 34.01009, 34.013753, 34.015133, 34.018833, 34.024172
)))"
132171007011,"Block Group 1, Census Tract 1007.01, Newton County, Georgia",B01003_001,1365,393,39.94481997,48.02062702,0.800343784,"list(list(c(-83.868792, -83.866964, -83.865027, -83.864149, -83.865474, -83.866575, -83.863994, -83.865474, -83.864877, -83.863774, -83.862921, -83.859408, -83.859417, -83.859488, -83.85945, -83.857547, -83.856183, -83.855364, -83.85355, -83.85761, -83.858849, -83.859269, -83.863981, -83.866649, -83.865973, -83.864166, -83.866334, -83.868843, -83.868792, 33.583055, 33.584687, 33.584135, 33.585501, 33.586269, 33.589274, 33.591846, 33.593217, 33.595643, 33.596839, 33.59684, 33.596843, 33.594601, 33.591244, 
33.591185, 33.588413, 33.586937, 33.585742, 33.581036, 33.580377, 33.57908, 33.576593, 33.576487, 33.578129, 33.579667, 33.5804, 33.58144, 33.580977, 33.583055)))"
131350503282,"Block Group 2, Census Tract 503.28, Gwinnett County, Georgia",B01003_001,1663,433,32.58685105,38.91440276,0.648573379,"list(list(c(-84.197919, -84.195316, -84.190108, -84.193687, -84.196045, -84.196224, -84.190722, -84.188005, -84.187517, -84.185553, -84.183485, -84.185556, -84.183432, -84.185152, -84.180347, -84.178339, -84.177995, -84.177599, -84.176297, -84.175952, -84.178402, -84.181185, -84.185463, -84.197173, -84.19738, -84.197919, 33.91981, 33.919883, 33.922294, 33.9256, 33.928355, 33.928525, 33.931224, 33.927163, 33.928602, 33.92914, 33.927648, 33.932361, 33.934054, 33.936298, 33.933226, 33.932714, 33.931295, 
33.930414, 33.928782, 33.928272, 33.9271, 33.925768, 33.923717, 33.918138, 33.918392, 33.91981)))"
131350502224,"Block Group 4, Census Tract 502.22, Gwinnett County, Georgia",B01003_001,1190,441,39.59988612,48.22721871,0.803786979,"list(list(c(-84.130632, -84.127823, -84.127345, -84.12789, -84.121423, -84.120214, -84.119308, -84.113844, -84.114715, -84.119045, -84.11941, -84.122769, -84.124578, -84.127522, -84.129049, -84.130632, 33.975285, 33.979673, 33.981585, 33.984844, 33.98361, 33.982849, 33.982152, 33.979863, 33.978712, 33.976562, 33.974767, 33.973274, 33.970736, 33.971813, 33.972053, 33.975285)))"
130890220141,"Block Group 1, Census Tract 220.14, DeKalb County, Georgia",B01003_001,1626,840,21.57654672,25.92942522,0.432157087,"list(list(c(-84.246706, -84.241957, -84.241097, -84.240351, -84.23995, -84.240107, -84.243727, -84.245672, -84.246668, -84.246834, -84.246706, 33.818472, 33.820985, 33.820373, 33.819401, 33.817402, 33.815949, 33.814241, 33.817451, 33.818267, 33.818406, 33.818472)))"
130890218233,"Block Group 3, Census Tract 218.23, DeKalb County, Georgia",B01003_001,982,413,26.79012751,31.20640014,0.520106669,"list(list(c(-84.197655, -84.189512, -84.187932, -84.187627, -84.187733, -84.184028, -84.18145, -84.181622, -84.179315, -84.174939, -84.172558, -84.175762, -84.177612, -84.179102, -84.199987, -84.197655, 33.857021, 33.857833, 33.859116, 33.859715, 33.862992, 33.86319, 33.864801, 33.865239, 33.864282, 33.859634, 33.858634, 33.855754, 33.854675, 33.854506, 33.85589, 33.857021)))"
131210104013,"Block Group 3, Census Tract 104.01, Fulton County, Georgia",B01003_001,1120,602,19.48588845,23.42415849,0.390402642,"list(list(c(-84.670067, -84.669564, -84.672518, -84.67269, -84.670126, -84.669626, -84.663229, -84.662547, -84.660613, -84.659499, -84.657013, -84.656594, -84.657554, -84.657157, -84.654284, -84.654859, -84.670105, -84.670726, -84.670429, -84.669979, -84.677026, -84.670067, 33.519703, 33.523888, 33.523829, 33.52668, 33.526733, 33.529303, 33.529097, 33.52767, 33.528518, 33.524552, 33.522551, 33.521535, 33.515466, 33.513734, 33.511393, 33.5114, 33.511758, 33.511148, 33.514997, 33.516273, 33.51988, 
33.519703)))"
131350505551,"Block Group 1, Census Tract 505.55, Gwinnett County, Georgia",B01003_001,2080,1115,35.56842445,46.86698683,0.781116447,"list(list(c(-84.084523, -84.083896, -84.082843, -84.07384, -84.072637, -84.069829, -84.068406, -84.064643, -84.066872, -84.072476, -84.076187, -84.077921, -84.081983, -84.084396, -84.084801, -84.084523, 33.928297, 33.929223, 33.928808, 33.932925, 33.929411, 33.929818, 33.931449, 33.925607, 33.92558, 33.923471, 33.923258, 33.922831, 33.92242, 33.921431, 33.927064, 33.928297)))"
130890218152,"Block Group 2, Census Tract 218.15, DeKalb County, Georgia",B01003_001,2015,1051,28.92397411,36.30298567,0.605049761,"list(list(c(-84.236723, -84.232518, -84.232204, -84.229177, -84.230032, -84.229752, -84.233966, -84.238532, -84.236723, 33.898515, 33.901285, 33.901983, 33.898237, 33.897588, 33.894169, 33.894786, 33.898303, 33.898515)))"
131350507462,"Block Group 2, Census Tract 507.46, Gwinnett County, Georgia",B01003_001,1559,864,48.96715988,63.27955286,1.054659214,"list(list(c(-83.986386, -83.984615, -83.980569, -83.977912, -83.979123, -83.975358, -83.973078, -83.972877, -83.971975, -83.967462, -83.970807, -83.972579, -83.97404, -83.974698, -83.976453, -83.979298, -83.981855, -83.984294, -83.984478, -83.984581, -83.984468, -83.982745, -83.986065, -83.985873, -83.986386, 33.896904, 33.895599, 33.893971, 33.894228, 33.891108, 33.89003, 33.885966, 33.886023, 33.886033, 33.884871, 33.882754, 33.881685, 33.880475, 33.879708, 33.876518, 33.871256, 33.869504, 33.875481, 
33.87606, 33.876528, 33.883254, 33.889614, 33.894413, 33.894878, 33.896904)))"
131210015022,"Block Group 2, Census Tract 15.02, Fulton County, Georgia",B01003_001,704,226,13.63284842,20.22151707,0.337025285,"list(list(c(-84.358699, -84.358697, -84.352817, -84.352513, -84.348819, -84.348825, -84.355553, -84.355579, -84.358716, -84.358699, 33.777851, 33.778155, 33.778097, 33.777197, 33.777198, 33.776315, 33.776702, 33.775417, 33.775423, 33.777851)))"
131210006013,"Block Group 3, Census Tract 6.01, Fulton County, Georgia",B01003_001,859,464,13.81223154,19.84763277,0.33079388,"list(list(c(-84.405978, -84.398954, -84.399147, -84.402626, -84.403323, -84.404189, -84.405978, 33.78453, 33.783652, 33.781512, 33.781526, 33.780568, 33.781535, 33.78453)))"
130670309093,"Block Group 3, Census Tract 309.09, Cobb County, Georgia",B01003_001,2228,561,29.2185423,41.20597138,0.68676619,"list(list(c(-84.582207, -84.579021, -84.575241, -84.575233, -84.575971, -84.58191, -84.582523, -84.582207, 33.909816, 33.909419, 33.909419, 33.906003, 33.905874, 33.903513, 33.909126, 33.909816)))"
